,price,area,n_bedrooms,n_bathrooms,front_width,front_road_width,legal_docs,facing_direction,balcony_direction,property_type,city_province,district,address,url,title,description,interior
133,22500.0,80.0,,,,,Sổ đỏ,,,"Nhà biệt thự, liền kề",Hà Nội,Đông Anh,"Dự án  Vinhomes Global Gate, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-global-gate/-cap-nhat-quy-chuyen-nhuong-shophouse-63m-75m-80m2-pr43662187,"(Quỹ hàng chuyển nhượng Vinhomes Cổ Loa) liền kề shophouse 63m2 - 75m2 - 80m2, sổ đỏ vĩnh viễn","Cập nhật mới nhất quỹ hàng chuyển nhượng Vinhomes Cổ Loa (sổ đỏ vĩnh viễn):- Thiên Nga 63m: Cách công viên 50m - 20.5 tỷ.- Ngôi Sao 62.5m: Sát chung cư Masteri - 19 tỷ.- Thời Đại 63m: Gần toà VP, Vins...",
134,9800.0,60.0,,,,,Có sổ,,,"Shophouse, nhà phố thương mại",Hà Nội,Gia Lâm,"Vinhomes Ocean Park Gia Lâm, Dương Xá, Gia Lâm, Hà Nội",https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/trum-khoi-de-vua-dong-tien-quy-can-vip-sieu-hiem-so-do-lau-dai-cho-thue-cuc-tot-pr44149775,HÓT BÁN SHOP VỊ TRÍ VÍP - 60m2 CHO THUÊ 50TR/THÁNG - CỰC HIẾM,"Lh ngay:0939 597 ***Tùng An Phát BĐS Chuyên shop chân đế vua dòng tiền, phân phối sản phẩm chọn lọc gồm hàng mới chính sách CĐT và quỹ căn chuyển nhượng giá tốt.Pháp lý minh bạch Sổ đỏ lâu dài An toàn...",
135,6360.0,79.0,2.0,2.0,,,Hợp đồng mua bán,Đông - Nam,Đông - Nam,Căn hộ chung cư,Hà Nội,Thanh Xuân,"Imperial Plaza, Giải Phóng, Phương Liệt, Thanh Xuân, Hà Nội",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-giai-phong-phuong-phuong-liet-prj-imperial-plaza/quy-5-gia-tot-nhat-thi-truong-hang-truc-tiep-cdt-360-phong-pr44149777,"Quỹ 5 căn giá tốt nhất thị trường, hàng trực tiếp CĐT, 360 Giải Phóng","Em có quỹ 5 căn 2-3PN ngay mặt đường Giải Phóng, sổ hồng vĩnh viễn. Cách Phố Cổ Bờ Hồ chỉ 7kmCó slot ô tô riêng tại hầmBàn giao full nội thất: Máy rửa bát, điều hòa, full tủ bếp, full nhà vs có bồn tắ...",Đầy đủ
136,1880.0,61.0,2.0,2.0,,,Có sổ,Đông - Nam,Đông - Bắc,Căn hộ chung cư,Bình Dương,Thuận An,"Dự án Opal Skyline, Đường Nguyễn Văn Tiết, Phường Lái Thiêu, Thuận An, Bình Dương",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-tiet-phuong-lai-thieu-prj-opal-skyline/-so-hong-san-gia-tot-studio-1ty080-1pn-1ty5-2pn-1ty6-3pn-2ty2-pr41162104,"Opal Skyline sổ hồng sẵn giá tốt: Studio 1tỷ250, 2PN 1tỷ880, 3PN 2tỷ450 LH:0598 369 ***","+ Giá sang sổ hồng sẵn (bao thuế phí).- Studio 1,25 tỷ.- 1PN 1,65 tỷ.- 2PN 1,88 tỷ.- 3PN 2,45 tỷ.LH xem nhà thực tế nhé:0598 369 ***Căn Hộ Ở Thực+ Sang nhượng sổ hồng, công chứng ngay.+ Hỗ trợ vay ban...",Đầy đủ.
137,2882.0,55.0,2.0,2.0,,,Hợp đồng mua bán,Tây - Bắc,Đông - Nam,Căn hộ chung cư,Hưng Yên,Văn Giang,"Sunshine Legend City, Long Hưng, Văn Giang, Hưng Yên",https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-long-hung-prj-sunshine-legend-city/quy-ngoai-giao-doc-quyen-cc-gia-re-nhat-thi-truong-chi-5xtr-m2-so-do-lau-dai-pr44187316,Quỹ ngoại giao độc quyền CC Sunshine Legend City giá rẻ nhất thị trường chỉ 5xtr/m2 Sổ đỏ lâu dài,"*Với chính sách bán hàng vô cùng hấp dẫn, Sunshine Legend City là sự lựa chọn tốt nhất cho cả khách hàng mua đầu tư & để ở.- Hỗ trợ vay LS 0% trong 30 tháng, ân hạn nợ gốc.- Chiết khấu 11% cho KH than...",Đầy đủ
138,29500.0,75.0,,,5.0,17.0,,Tây - Nam,Tây - Nam,"Shophouse, nhà phố thương mại",Hà Nội,Đông Anh,"Vinhomes Global Gate, Cổ Loa, Đông Hội, Đông Anh, Hà Nội",https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-co-loa-xa-dong-hoi-prj-vinhomes-global-gate/ban-thien-nga-29-5-ty-bp-75m2-doi-dien-khu-tmdv-am-thuc-quoc-te-pr44187032,"Bán shophouse Thiên Nga Vinhomes Cổ Loa, 29,5 tỷ (bp), 75m2, đối diện khu TMDV ẩm thực quốc tế.","- Nhà đã bàn giao.- Đường trước nhà 17m, đối diện khu ẩm thực quốc tế.- Diện tích 75m².- Mặt tiền rộng 5m, thích hợp cho kinh doanh hoặc cho thuê.- Hướng cửa chính Tây Nam, ban công Tây Nam, hướng tiế...",
139,2590.0,66.0,2.0,2.0,,,Có sổ,,Đông - Nam,Căn hộ chung cư,Bình Dương,Thuận An,"Dự án The Rivana, Đường Quốc Lộ 13, Phường Vĩnh Phú, Thuận An, Bình Dương",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-13-phuong-vinh-phu-prj-the-rivana/gio-hang-thien-chi-ban-nhanh-gia-tot-cua-cap-nhat-t09-24-pr40761910,Rỗ hàng căn gốc CC The Rivana cập nhật tháng 09/25,"Sổ hồng cầm tay, đi vay thoải mái không phụ thuộc 1 ngân hàng nào.Cập nhật liên tục, thiện chí bán nên vào việc dễ dàng.Phù hợp cho khách đầu tư, hoặc khách ưu tiên về giá.Đội ngũ trực tại The Rivana,...",Cơ bản.
140,5000.0,70.0,,,,,Có sổ,,,"Nhà biệt thự, liền kề",Hải Phòng,Dương Kinh,"Dự án Vinhomes Golden City, Phường Hòa Nghĩa, Dương Kinh, Hải Phòng",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-hoa-nghia-prj-vinhomes-golden-city/-tu-1-3-ty-ck-16-tang-15-chi-vang-noi-that-300trieu-htls-24-thang-pr44055868,"Bán liền kề, biệt thự Vinhomes Dương Kinh, CK 16%, tặng 1 tỷ trừ vào giá, 0% lãi trong 24th","Cơ hội cuối cùng để sở hữu quỹ liền kề cao cấp mua trực tiếp CĐT, có giá tốt nhất tại Vinhomes Golden City.Dự án có tỷ lệ cây xanh và mặt nước lớn (~80% diện tích quy hoạch dành cho cây xanh, hồ nhân ...",
141,,101.0,3.0,2.0,,,Có sổ,Nam,Nam,Căn hộ chung cư,Hà Nội,Thanh Xuân,"Imperial Plaza, Giải Phóng, Phương Liệt, Thanh Xuân, Hà Nội",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-giai-phong-phuong-phuong-liet-prj-imperial-plaza/chinh-thuc-nhan-booking-toa-bong-sen-the-queens-360-phong-pr43674217,CHÍNH THỨC NHẬN BOOKING TÒA BÔNG SEN - THE QUEENS IMPERIAL 360 GIẢI PHÓNG,"THÔNG TIN DỰ ÁN THE QUEENS 360 GIẢI PHÓNGVị trí: số 360 Giải Phóng, Thanh XuânTổng diện tích đất: 4.879 m2Tổng diện tích sàn xây dựng: 3.030 m2Quy mô: 35 tầng với 900 căn hộ cao cấpSố tầng hầm: 4 tầng...",Cơ bản
142,,65.0,1.0,1.0,,,,,,Căn hộ chung cư,Bình Dương,Dĩ An,"Dự án The Gió Riverside, Đường Vành Đai 3, Phường Bình Thắng, Dĩ An, Bình Dương",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vanh-dai-3-phuong-binh-thang-prj-the-gio-riverside/-hang-doc-quyen-view-song-panorama-270-ga-metro-den-tan-noi-ck-18-5-co-hoi-trung-xe-bmw-pr43999130,"Giỏ hàng độc quyền, View sông Panorama 270, ga Metro đến tận nơi. CK 18,5%. Cơ hội trúng xe BMW","Bảng giá mới nhất căn hộ The Gió Riverside CĐT An Gia tại Dĩ An Bình Dương.View Panorama 270 ôm trọn sông Ngọc & sông Đồng Nai vô cùng giá trị.Quy mô: 3ha, 3000 sản phẩm bao gồm: Căn hộ & Shophouse.- ...",
143,4800.0,75.0,3.0,2.0,,,Có sổ,Đông - Bắc,Đông - Nam,Căn hộ chung cư,Hà Nội,Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/quy-999-chuyen-nhuong-vin-oceanpark-1-tot-tro-vay-nhan-nha-ngay-cap-nhat-hang-ngay-pr43190455,"Quỹ 999+ căn chuyển nhượng Vin OceanPark 1 giá tốt, hỗ trợ vay, nhận nhà ngay cập nhật hàng ngày","Lý Khiêm - TPKD Trường Phát Homes: Cty đã có 5 năm làm việc chuyên nghiệp trong lĩnh vực bất động sản chuyên nghiệp tại Vinhomes Ocean park 1 từ ngày đầu dự án, chuyên bảng hàng cho thuê, chuyển nhượn...",Không nội thất
144,38000.0,228.0,5.0,5.0,8.0,13.0,Có sổ,,,"Nhà biệt thự, liền kề",Hà Nội,Đan Phượng,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/ngoai-giao-duy-nhat-1-can-song-lap-228m2-san-vuon-mat-ho-gia-re-nhat-dan-phuong-pr43599297,Ngoại giao duy nhất 1 căn biệt thự song lập 228m2 sân vườn mặt hồ giá rẻ nhất Vinhomes Đan Phượng,"Trực tiếp CĐT quỹ căn ngoại giao cực VIP số lượng có hạn - Vị trí căn chọn lọc đẹp nhất Vinhomes Đan Phượng, Hà Nội - Giá cam kết tốt nhất toàn bộ thị trường:* Mã Căn: BM2X.Loại hình: Biệt thự song lậ...",Cơ bản
145,2350.0,30.4,,,,,,Nam,Đông,Căn hộ chung cư,Hà Nội,Nam Từ Liêm,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-masteri-west-heights/em-thuy-ban-09-moi-cac-studio-1pn-2pn-3pn-gia-tu-2-ty-350-pr43639834,"Em Thúy bán 09 căn hộ mới các căn studio, 1PN +, 2PN, 3PN Masteri West Heights giá từ 2 tỷ 350","Em Thúy có 9 căn ngoại giao chung cư Masteri West Hight được gửi bán nhanh trong tháng này với giá gốc:03 căn 2PN 55m², nội thất cơ bản CĐT, tầng 12, 21 và 25 hướng mát, view hồ, giá chung 4.5 tỷ bao ...",Nội thất cơ bản CĐT.
146,5700.0,65.0,2.0,2.0,,,Có sổ,,,Căn hộ chung cư,Đà Nẵng,Hải Châu,"Masteri Rivera Danang, Quy Mỹ, Hòa Cường Nam, Hải Châu, Đà Nẵng",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quy-my-phuong-hoa-cuong-nam-prj-masteri-rivera-danang/ban-2pn-masterise-da-nang-view-phao-song-han-tang-15-gia-goc-tu-chu-dau-tu-tra-theo-tien-do-pr44185968,"Bán căn 2PN Masterise Đà Nẵng,view pháo hoa,sông hàn,tầng 15 giá gốc từ chủ đầu tư,trả theo tiến độ","Vị trí đắc địa: Trung tâm quận Hải Châu  nơi hội tụ trục cảnh quan & tiện ích bậc nhất Đà Nẵng. Kết nối thuận tiện đến sân bay quốc tế, biển Mỹ Khê, cầu Rồng, đối diện LotteMart, Công viên Châu Á, Đại...",Cơ bản
147,15000.0,120.0,4.0,4.0,10.0,52.0,Hợp đồng mua bán,Đông - Nam,Tây - Bắc,"Nhà biệt thự, liền kề",Hưng Yên,Văn Giang,"Vinhomes Ocean Park 2, Đường Cọ Xanh, Xã Long Hưng, Văn Giang, Hưng Yên",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-xanh-xa-long-hung-prj-vinhomes-ocean-park-2/truc-tiep-cdt-quy-can-sieu-vip-du-an-2-gia-chi-tu-160tr-m2-pr44090052,Trực tiếp CĐT Vinhomes - Quỹ căn biệt thự siêu Vip dự án Vinhomes Ocean Park 2. Giá chỉ từ 160tr/m2,"Cập nhật quỹ căn Độc quyền Biệt thự Vvip Vinhomes Ocean Park 2 trực tiếp Chủ đầu tư Vinhomes:* Phân khu Cọ Xanh:- Duy nhất 2 căn Biệt thự song lập: CX14 - 20, CX14 - 26: Diện tích 162m², mặt tiền9m. H...",Cơ bản
148,599.0,100.0,,,4.6,5.0,Có sổ,,,Đất,Lâm Đồng,Lâm Hà,"Mê Linh, Lâm Hà, Lâm Đồng",https://batdongsan.com.vn/ban-dat-xa-me-linh/-hiem-100m2-san-so-full-tho-cu-cach-trung-tam-da-lat-30p-duong-o-to-tranh-bang-phang-599tr-pr44186288,"( Hiếm) 100m2 sẵn sổ full thổ cư,cách trung tâm Đà Lạt 30p,đường ô tô tránh,đất bằng phẳng, 599tr","Đất nền nghỉ dưỡng ven Đà Lạt- Vị trí: Xã Mê Linh, Huyện Lâm Hà, Lâm Đồng+ cách trung tâm Đà Lạt 30p+ cách sân bay Liên Khương 40p+ cách Khu du lịch nổi tiếng bán kính 3-5km: Chuồn chuồn coffee, Hoa t...",
149,3350.0,55.0,2.0,1.0,,,Có sổ,,,Căn hộ chung cư,Hà Nội,Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/em-hang-gui-den-quy-khach-mua-nha-tai-1-quy-re-tang-dep-view-san-so-pr43916626,"Em Hằng gửi đến quý khách mua nhà tại Vinhomes Ocean Park 1 quỹ căn giá rẻ, tầng đẹp, view sẵn sổ","* Em Hằng đang có quỹ căn chuyển nhượng giá siêu tốt chủ nhà không có nhu cầu sử dụng nên bán gấp, nhà mới chưa qua sử dụng không có nhu cầu ở nên muốn nhượng lại, ưu tiên cho anh chị khách hàng có nh...",Đầy đủ
150,7600.0,150.0,,,,,,,,Đất nền dự án,Đà Nẵng,Ngũ Hành Sơn,"Han River Village (Nam Hòa Xuân), Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-hoa-quy-prj-han-river-village-nam-hoa-xuan/sun-group-ra-bang-hang-truc-minh-mang-truc-nguyen-phuoc-lan-gia-truc-tiep-cdt-pr43807127,"Sun Group ra bảng hàng trục Minh Mạng, trục Nguyễn Phước Lan giá trực tiếp CĐT","Sun Group sắp mở bán hơn 1000 lô đất nền, biệt thự khu Đầm Sen, Hoà Xuân, Đà Nẵng.900 lô đất nền: đường 7m5, 10m592 lô biệt thự có ven sông152 lô Nguyễn Phước Lan đường 36m78 lô đường Minh MạngĐã có s...",
151,2880.0,150.0,,,7.0,,Có sổ,,,Đất,Đà Nẵng,Hòa Vang,"Đường Hòa Liên 5, Xã Hòa Liên, Hòa Vang, Đà Nẵng",https://batdongsan.com.vn/ban-dat-duong-hoa-lien-5-xa-hoa-lien/ban-khu-tai-dinh-cu-golden-hill-2-3-4-5-vang-da-nang-gia-re-1-ty-450-trieu-pr21386883,"Bán đất thổ cư Hòa Liên 5, B2.22 lô 15 Giá 2 tỷ 880 triệu, giao dịch ngay, sổ hồng","* Hòa Liên 2:  giá 2,6 tỷ* Hòa Liên 3:- B1.9 Lô 209, DT 157m²: 2 tỷ 650 triệu, Lô sạch sẽ, đẹp- B2.3  Lô 56 , DT 100m²: 2 tỷ 610 triệu* Hòa Liên 4: Giá: 2,8 tỷ* Hòa Liên 5: B2.22 lô 15 Giá 2 tỷ 880 tr...",
152,49000.0,140.0,5.0,5.0,7.0,21.5,Có sổ,Nam,Nam,"Nhà biệt thự, liền kề",Hà Nội,Tây Hồ,"Khu đô thị Nam Thăng Long - Ciputra, Phú Thượng, Tây Hồ, Hà Nội",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/cdt-ban-kieu-moi-lo-goc-co-ham-va-may-so-ban-giao-ngay-chi-tu-350tr-m2-pr44185796,"CĐT CIPUTRA BÁN BIỆT THỰ KIỂU MỚI LÔ GÓC, CÓ HẦM VÀ THANG MÁY, SỔ ĐỎ BÀN GIAO NGAY, CHỈ TỪ 350TR/M2","-      Toạ lạc tại vị trí trái tim của KĐT quốc tế Ciputra, tận hưởng cuộc sống riêng tư, yên bình với chuỗi 3 công viên nội khu 12.000m² cùng siêu công viên cây xanh 65ha, 5 phút đến Lotte Mall Tây H...",Không nội thất
153,1900.0,30.0,,,,,Hợp đồng mua bán,,,Condotel,Quảng Ninh,Hạ Long,"Aria Bay Tower, Hùng Thắng, Hạ Long, Quảng Ninh",https://batdongsan.com.vn/ban-condotel-phuong-hung-thang-1-prj-aria-bay-tower/tong-khi-du-an-ha-long-quy-59-can-gia-tot-nhat-gia-tu-1-9-ty-view-truc-dien-bien-pr44185618,"Tổng kho dự án Aria Bay Hạ Long - Quỹ 59 căn giá tốt nhất giá từ 1,9 tỷ - view trực diện biển","Tổng kho dự án Aria Bay Hạ Long - Quỹ 59 căn giá tốt nhất giá từ 1,9 tỷ - view trực diện biển- Em đang có quỹ căn view trực diện biển - bàn giao full nội thất cao cấp- Một bước chân chạm cát,  đẹp nhấ...",
154,5500.0,60.0,2.0,2.0,,,Có sổ,Tây - Nam,Đông - Bắc,Căn hộ chung cư,Hà Nội,Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-dep-tai-vinmes-quy-da-dang-phap-ly-ro-rang-lh-pr44145360,Bán Căn hộ đẹp tại Vinhomes Ocean Park Gia Lâm. Quỹ căn đa dạng. Pháp lý rõ ràng. LH0899 668 ***,"Căn hộ chung cư đẹp tại Vinhomes Ocean Park xã Gia Lâm. Căn hộ thiết kế hiện đại, nội thất đầy đủ. Quỹ căn đa dạng Studio, 1PN 43-38m. 2PN1WC-2PN2WC 55-65m3PN75-100mCác tiện ích nổi bật:+ Nội thất đầy...",Đầy đủ
155,,72.0,3.0,2.0,,,Có sổ,Tây - Bắc,Đông - Nam,Căn hộ chung cư,Hà Nội,Thanh Xuân,"Viha Complex, 107, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-viha-complex/10-suat-noi-bo-gia-tot-dep-cua-du-an-107-lien-he-ngay-pr39187138,Suất nội bộ (cam kết) 100% ngoại giao giá tốt căn đẹp Viha 107 Nguyễn Tuân. LH0988 160 ***,"Bán các suất ngoại giao, đầu tư sớm bán lại. Giá rẻ, căn đẹp, tầng đẹp của dự án Viha Leciva 107 Nguyễn Tuân.Đảm bảo:* Giá cực tốt.* Căn tầng rất đẹp.* CSBH ưu đãi rất hấp dẫn.Liên hệ:0988 160 ***.Đượ...",Đầy đủ nội thất tiêu chuẩn bàn giao quốc tế 5*.
156,5000.0,80.0,2.0,2.0,,,Hợp đồng mua bán,,,Căn hộ chung cư,TP.HCM,Quận 9,"Dự án Elysian, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/ro-si-du-an-1pn-2pn-3pn-pent-gia-tu-58-trieu-m2-lich-toan-gian-den-thang-11-2028-pr44185199,"Rổ sỉ dự án Elysian 1PN, 2PN, 3PN, Pent. Giá từ 58 triệu/m2. Lịch thanh toán giãn đến tháng 11/2028","Chỉ từ 2,6 tỷ đồng, bạn có thể sở hữu ngay căn hộ Elysian từ chủ đầu tư uy tín Gamuda Land. Dự án mang đến không gian sống xanh, tiện nghi, tọa lạc ngay trung tâm TP. Thủ Đức.CHỦ ĐẦU TƯ GAMUDA LAND ch...",
157,3400.0,48.0,2.0,1.0,,,Có sổ,,Đông - Nam,Căn hộ chung cư,Hà Nội,Nam Từ Liêm,"The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/nha-toi-chinh-chu-ban-studio-1ty82-1pn-2-93ty-2pn-3-550-ty-2pn-4-320ty-3pn2wc-5-0ty-city-pr43747711,"Nhà tôi cần bán 12 căn Stu-1PN+ 2PN+đi nước ngoài-Full nội thất-sẵn HD thuê 9,5tr-Vinhome SMARTCITY","Do nhu cầu chuyển công tác đi nước ngoài không quản lý được vận hành các căn hộ cho thuê,Tôii  muốn bán các căn hộ đang tạo ra dòng tiền đều hàng tháng.Tôi thiện chí bán nhanh,anh chị khách hàng hay s...",Đầy đủ
158,,32.0,1.0,1.0,,,,,,Condotel,Bà Rịa Vũng Tàu,Vũng Tàu,"Dự án Blanca City, Đường 3/2, Phường 10, Vũng Tàu, Bà Rịa Vũng Tàu",https://batdongsan.com.vn/ban-condotel-duong-3-2-2-phuong-10-11-prj-blanca-city/can-ho-nghi-tai-gia-tu-2-4-ty-ban-giao-full-noi-that-ck-18-pr44124376,"Căn hộ nghỉ dưỡng tại Blanca City, giá từ 2,4 tỷ bàn giao full nội thất, CK 18%","Căn hộ chung cư tại Blanca City, KĐT đường 3/2, Bà Rịa Vũng Tàu, là lựa chọn lý tưởng cho những ai tìm kiếm không gian sống tiện nghi và hiện đại.- Blanca City đại đô thị biển all - in - one đầu tiên ...",Đầy đủ
159,3364.0,58.0,2.0,1.0,,,Hợp đồng mua bán,,,Căn hộ chung cư,Hưng Yên,Văn Giang,"Sunshine Legend City, Long Hưng, Văn Giang, Hưng Yên",https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-long-hung-prj-sunshine-legend-city/quy-hang-doc-quyen-toa-l2-toa-dep-nhat-du-an-gia-tu-58-trieu-m2-pr44185219,Quỹ Hàng Độc Quyền Tòa L2-SUNSHINE LEGEND CITY .Tòa đẹp nhất dự án.Giá Từ 58 triệu/m2,Hiện em Thắng đã được nhận quỹ căn stu 1-2-3PN tại dự án Sunshine Legend City . Dự kiến ra hàng 10-15/10/2025với mức giá chỉ từ 58tr/m². Quỹ khách hãy liên hệ GĐKD Mr Thắng0982 623 ***để được tư ...,Đầy đủ
160,2187.5,87.5,,,5.0,7.5,Có sổ,Đông - Nam,,Đất nền dự án,Quảng Ninh,Vân Đồn,"Khu đô thị Phương Đông, Đông Xá, Vân Đồn, Quảng Ninh",https://batdongsan.com.vn/ban-dat-nen-du-an-xa-dong-xa-prj-khu-do-thi-phuong-dong/thang-10-hang-vip-lk09-lk12-lk22-lk18-lk19-lk21-lk22-lk02-gia-tu-25-trieu-m2-pr44185087,"Tháng 10 Phương Đông Hàng Vip LK09, LK12 , LK13, LK22, LK18, LK21, LK22 LK02 giá từ 25 triệu/m2","Kho hàng đất liền kề Phương Đông giá từ 25 triệu/m².Khoảng từ 2.2- 4.8 tỷ 1 ô.Chủ đầu tư đang triển khai làm công viên nước, công viên khủng long, trung tâm thương mại, 1500 căn hộ, 216 căn shophouse,...",
161,4700.0,100.0,,,5.0,7.5,Có sổ,,,Đất nền dự án,Đà Nẵng,Ngũ Hành Sơn,"Dự án Han River Village (Nam Hòa Xuân), Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-hoa-quy-prj-han-river-village-nam-hoa-xuan/sun-group-mo-ban-900-lo-khu-dam-sen-ngu-hanh-son-da-nang-pr43787288,"Sun Group mở bán quỹ lô cuối cùng Nam Hòa Xuân, giá tốt nhất thị trường","Sungroup ra mắt 900 lô đất nền dự án Nam Hoà Xuân khu Đầm Sen, khu sinh thái 4 mặt xung quanh là sông.- Vị trí trung tâm Ngũ Hành Sơn, mặt tiền đường Nguyễn Phước Lan.- Đa dạng loại hình đất nền 100m²...",
162,10530.0,117.0,3.0,3.0,,,Khác,,,Condotel,Quảng Ninh,Hạ Long,"Aria Bay Tower, Đường Đại Lộ Marine, Phường Hùng Thắng, Hạ Long, Quảng Ninh",https://batdongsan.com.vn/ban-condotel-duong-dai-lo-marine-phuong-hung-thang-1-prj-aria-bay-tower/em-ban-can-3-ngu-3-mat-tien-view-bien-hang-doc-ha-long-pr44184874,"EM BÁN CĂN 3 NGỦ, 3 MẶT TIỀN VIEW BIỂN, HÀNG ĐỘC HẠ LONG","Căn hộ VIP đầu tiên ở Hạ Long là căn góc sở hữu 3 mặt tiền  3 view ôm trọn Vịnh Hạ LongMột tòa chỉ có 26 căn hộ 3 ngủ VIP trên tổng 2.314 căn, tỉ lệ 2,2% thật sự quá hiếm!!!Thông tin căn hộDiện tích s...",Cơ bản
163,15000.0,200.0,5.0,5.0,,7.5,Có sổ,,,"Nhà biệt thự, liền kề",Đà Nẵng,Ngũ Hành Sơn,"Dự án Sunneva Island, Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-minh-mang-phuong-hoa-quy-prj-sunneva-island/ban-gap-mat-song-5-tang-san-so-doi-dien-dao-kim-cuong-ho-tro-lai-suat-khi-vay-von-den-24-thang-pr44184857,Bán Gấp nhà Mặt Sông 5 Tầng Sẵn Sổ-Đối Diện Đảo Kim Cương-Hỗ trợ Lãi Suất Khi Vay Vốn Đến 24 Tháng,"Sun Group chính thức nhận booking dự án Sun Riverpolis: Đất nền, Shophouse và Biệt Thự Ven Sông Hoà Xuân, TP Đà Nẵng:Sun Riverpolis siêu đô thị bên sông hàn, nâng tầm giá trị sống.Quy hoạch đồng bộ hạ...",
164,12000.0,90.0,2.0,2.0,,,Có sổ,Tây - Nam,Đông - Bắc,Căn hộ chung cư,TP.HCM,Quận 5,"Kiều by KITA, Trần Hưng Đạo, 1, Quận 5, Hồ Chí Minh",https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-1-15-prj-kieu-by-kita/ban-90m2-11-5-ty-nhan-goi-full-nt-tai-q-5-tp-hcm-pr44184717,"Bán căn hộ chung cư 90m2- 11,5 tỷ nhận gói Full NT tại Kiều by KITA, Trần Hưng Đạo, Q.5, TP.HCM","KIỀU BY KITA  BIỂU TƯỢNG SỐNG ĐỈNH TRUNG TÂM QUẬN 5Địa chỉ : 927 Trần Hưng Đạo, Q.5 cách Q1 Bến Thành - 8 phút đi xeƯu đãi khách book mua ngay thời điểm đăng ký tham quan nhà mẫu chiết khấu 2% + gói F...",Đầy đủ
